"","I(X;Y)/H(Y)","I(X;Y)/H(X,Y)","Agreement","NotVotingP"
"MIKULSKI (D-MD)",0.452576388429821,0.269368976518038,0.87037037037037,0.01440329218107
"MCCASKILL (D-MO)",0.451307797301166,0.260766681248597,0.853909465020576,0.0349794238683128
"FRANKEN (D-MN)",0.450696049831961,0.28097094348199,0.878600823045268,0.00411522633744856
"REID (D-NV)",0.448172892812265,0.278257888675691,0.874485596707819,0.00205761316872428
"GILLIBRAND (D-NY)",0.447812262745431,0.277542741408724,0.878600823045268,0.00617283950617284
"REED (D-RI)",0.445595858953249,0.276514116397868,0.876543209876543,0.00411522633744856
"MURRAY (D-WA)",0.445443598156449,0.262769408175495,0.866255144032922,0.0164609053497942
"TESTER (D-MT)",0.445440211498832,0.27874489162056,0.878600823045268,0.00617283950617284
"CARDIN (D-MD)",0.427754904661588,0.266998888932725,0.874485596707819,0.00205761316872428
"BEGICH (D-AK)",0.424879947488854,0.24840636483018,0.862139917695473,0.0205761316872428
"NELSON  BEN (D-NE)",0.420505906295395,0.256722091294177,0.868312757201646,0.00823045267489712
"HARKIN (D-IA)",0.417452748292728,0.226984138849563,0.837448559670782,0.0349794238683128
"BLUMENTHAL (D-CT)",0.416884060621774,0.237298063470529,0.8559670781893,0.0288065843621399
"DURBIN (D-IL)",0.414170575566034,0.245707536239964,0.860082304526749,0.0102880658436214
"CANTWELL (D-WA)",0.413272806651479,0.251766929114595,0.866255144032922,0.00411522633744856
"UDALL (D-NM)",0.412829030004644,0.23550251034237,0.851851851851852,0.0267489711934156
"BROWN (D-OH)",0.412386329246158,0.245994090254855,0.864197530864197,0.0123456790123457
"LEAHY (D-VT)",0.411234575282795,0.233117842849088,0.845679012345679,0.0226337448559671
"WYDEN (D-OR)",0.401208394466107,0.221363632360821,0.837448559670782,0.0329218106995885
"LAUTENBERG (D-NJ)",0.390029344852189,0.196865204916386,0.806584362139918,0.0761316872427984
"MERKLEY (D-OR)",0.386656104448755,0.222007917164613,0.845679012345679,0.01440329218107
"ROCKEFELLER (D-WV)",0.384458475996263,0.18919112445733,0.792181069958848,0.0925925925925926
"MANCHIN (D-WV)",0.379420645521363,0.230300425655367,0.858024691358025,0.00617283950617284
"BOXER (D-CA)",0.349653402307349,0.172197567431162,0.790123456790123,0.0802469135802469
"SANDERS (I-VT)",0.307471096164347,0.157155468224325,0.792181069958848,0.0329218106995885
"BROWN (R-MA)",0.267895450304142,0.146473761601288,0.802469135802469,0.00823045267489712
"COLLINS (R-ME)",0.246239387437462,0.138704187063086,0.802469135802469,0
"OBAMA (D-USA)",0.21108235181344,0.102791524493958,0.337448559670782,0.650205761316872
"SNOWE (R-ME)",0.148230392412838,0.0749225300082151,0.738683127572016,0.0164609053497942
"LEE (R-UT)",0.101648799879243,0.0465424000570845,0.320987654320988,0.0288065843621399
"PAUL (R-KY)",0.0909119536658963,0.0399039010617727,0.318930041152263,0.0493827160493827
"DEMINT (R-SC)",0.0872924505546666,0.0355025233953934,0.290123456790123,0.113168724279835
"HOEVEN (R-ND)",0.0640267709877883,0.0300376301556024,0.646090534979424,0.0205761316872428
"COBURN (R-OK)",0.0632449476022179,0.0267832680430316,0.407407407407407,0.0679012345679012
"MURKOWSKI (R-AK)",0.0574349884710687,0.0261459688219741,0.650205761316872,0.0493827160493827
"VITTER (R-LA)",0.0553458753409129,0.0230669178574677,0.417695473251029,0.0823045267489712
"COCHRAN (R-MS)",0.0512605360102662,0.0245421748398975,0.641975308641975,0.00823045267489712
"LUGAR (R-IN)",0.0403517780096225,0.0190867402584438,0.635802469135803,0.0123456790123457
"BLUNT (R-MO)",0.0282034610042499,0.0128379314332933,0.582304526748971,0.0226337448559671
"RISCH (R-ID)",0.0265941967144783,0.011842166877741,0.42798353909465,0.0267489711934156
"ALEXANDER (R-TN)",0.0259087948156545,0.0116843761434697,0.590534979423868,0.0329218106995885
"JOHNSON (R-WI)",0.0210216653019222,0.00999700824602228,0.44238683127572,0.00205761316872428
"WICKER (R-MS)",0.0197582642981911,0.00886920668424275,0.54320987654321,0.0288065843621399
"TOOMEY (R-PA)",0.0181311115995468,0.0082516598917403,0.45679012345679,0.0185185185185185
"MORAN (R-KS)",0.0176766425539883,0.00760445672263343,0.537037037037037,0.051440329218107
"INHOFE (R-OK)",0.0171932795041501,0.00719912134103736,0.438271604938272,0.0617283950617284
"GRAHAM (R-SC)",0.0168659037446335,0.00767070401519117,0.549382716049383,0.0246913580246914
"SCHATZ (D-HI)",0.0166957467298716,0.0128059646333008,0.0349794238683128,0.958847736625514
"JOHANNS (R-NE)",0.0162820114287815,0.00778924902167367,0.596707818930041,0.00411522633744856
"ISAKSON (R-GA)",0.0154741626221593,0.00700310526522226,0.541152263374486,0.0226337448559671
"RUBIO (R-FL)",0.0147462193451258,0.00614572749264715,0.44238683127572,0.065843621399177
"HELLER (R-NV)",0.0141750299335587,0.00537073253625902,0.417695473251029,0.197530864197531
"CRAPO (R-ID)",0.0129721354702672,0.00588834520469497,0.452674897119342,0.0164609053497942
"KIRK (R-IL)",0.0122597040544535,0.00478212864205645,0.296296296296296,0.541152263374486
"CORNYN (R-TX)",0.0122282595268992,0.00562821020194844,0.483539094650206,0.0123456790123457
"HATCH (R-UT)",0.0114975047096453,0.00459900596964851,0.438271604938272,0.106995884773663
"PORTMAN (R-OH)",0.00934466548639209,0.00436996492796869,0.561728395061728,0.0102880658436214
"KYL (R-AZ)",0.00683364866033287,0.00321995551595601,0.516460905349794,0.00823045267489712
"ROBERTS (R-KS)",0.00683026363936387,0.00296722580341902,0.54320987654321,0.0390946502057613
"MCCAIN (R-AZ)",0.00659186387917412,0.00279505766452463,0.483539094650206,0.0617283950617284
"BURR (R-NC)",0.00582633135115472,0.00242784548251882,0.475308641975309,0.065843621399177
"ENSIGN (R-NV)",0.00582259351014182,0.00342148437728579,0.0781893004115226,0.882716049382716
"CHAMBLISS (R-GA)",0.00545625072746924,0.00240659050912372,0.51440329218107,0.0329218106995885
"AYOTTE (R-NH)",0.00518306197330439,0.00243303597232776,0.52880658436214,0.00823045267489712
"SESSIONS (R-AL)",0.00491948774386455,0.00224822158732199,0.487654320987654,0.01440329218107
"BOOZMAN (R-AR)",0.00367954951252197,0.00165441344916514,0.551440329218107,0.0226337448559671
"HUTCHISON (R-TX)",0.00339672285791552,0.00143489910454935,0.539094650205761,0.0679012345679012
"BARASSO (R-WY)",0.00277486247717694,0.00124783313717339,0.510288065843621,0.0205761316872428
"THUNE (R-SD)",0.00240252244074842,0.00108025314757531,0.534979423868313,0.0226337448559671
"ENZI (R-WY)",0.00132426938371583,0.000589496888265336,0.506172839506173,0.0246913580246914
"CORKER (R-TN)",0.00117042078993727,0.000532262857834192,0.534979423868313,0.0185185185185185
"MCCONNELL (R-KY)",0.000970124362948907,0.000467881321341018,0.520576131687243,0
"COATS (R-IN)",0.00039805718634041,0.00018643746435523,0.54320987654321,0.00823045267489712
"GRASSLEY (R-IA)",0.000232798049580905,0.000111945411183578,0.541152263374486,0
"SHELBY (R-AL)",4.50318968443143e-05,2.11070209394584e-05,0.526748971193416,0.00617283950617284
