"","I(X;Y)/H(Y)","I(X;Y)/H(X,Y)","Agreement","NotVotingP"
"FLAKE (R-AZ)",0.0478876672672757,0.0157617809173994,0.436834094368341,0.0334855403348554
"GRAHAM (R-SC)",0.0461585761529693,0.0141478910034689,0.441400304414003,0.0730593607305936
"COCHRAN (R-MS)",0.0422132919049806,0.0117262915262276,0.368340943683409,0.171993911719939
"ISAKSON (R-GA)",0.0372438571152296,0.0119840853658867,0.444444444444444,0.0426179604261796
"MURKOWSKI (R-AK)",0.0369766091726432,0.0121145214963659,0.657534246575342,0.0715372907153729
"ALEXANDER (R-TN)",0.035308189950417,0.0108829182429135,0.430745814307458,0.0669710806697108
"LAUTENBERG (D-NJ)",0.0338541095173882,0.0217790758806799,0.0426179604261796,0.949771689497717
"WICKER (R-MS)",0.0331952363373555,0.0110757813413218,0.41400304414003,0.0258751902587519
"AYOTTE (R-NH)",0.0313478083945879,0.0108159966956728,0.488584474885845,0.015220700152207
"KERRY  JOHN (D-MA)",0.0095358542234728,0.0087150048189968,0.0076103500761035,0.993911719939117
"CHIESA (R-NJ)",0.00570380406222948,0.00279093095275644,0.0654490106544901,0.893455098934551
